Date,Close,High,Low,Open,Volume,Acao
2025-01-06,35.351009368896484,35.81962214834112,35.2045699701844,35.73175701943254,23760200,PETR4.SA
2025-01-07,36.102745056152344,36.3663404539985,35.43887599288133,35.68294539190145,37753300,PETR4.SA
2025-01-08,35.80986404418945,36.239424864009166,35.56579463479569,36.112511452551026,24483500,PETR4.SA
2025-01-09,35.966068267822266,36.09298540330968,35.82938999462211,35.82938999462211,11526600,PETR4.SA
